name,year,selling_price,km_driven,fuel,combustible_estimado_l,seller_type,transmission,owner,tipo_carroceria,potencia_motor_hp,nivel_seguridad,calidad_auto,score_calidad,eficiencia_km_l
Tata New Safari DICOR 2.2 EX 4x2,2012,350000,65000,1,6335.3,1,0,0,1,140,2.3,Media,6.0,10.259971903461556
Hyundai EON Magna Plus,2015,245000,32000,0,2890.7,1,0,0,1,261,2.0,Media,6.6000000000000005,11.069983049088457
Maruti Swift 1.3 VXi,2009,199000,52536,0,5559.4,0,0,0,3,152,2.5,Media,6.4,9.449940641076376
Mahindra Xylo E4,2011,330000,100000,1,10010.0,0,0,1,5,131,1.1,Baja,4.6000000000000005,9.99000999000999
Maruti Ritz VXI,2009,150000,80000,0,8465.6,0,0,0,1,116,2.1,Media,5.5,9.45000945000945
Hyundai Creta 1.6 CRDi SX,2016,927999,90000,1,7936.5,0,0,0,2,70,1.5,Media,5.300000000000001,11.34001134001134
Maruti Zen LXI,2003,70000,60000,0,6349.2,0,0,2,1,205,1.0,Media,5.0,9.45000945000945
Hyundai Xcent 1.2 CRDi SX,2015,399000,55000,1,4968.4,1,0,0,1,207,2.2,Media,6.4,11.069962160856615
Maruti Swift VDI Optional,2015,350000,90000,1,8130.1,0,0,0,1,267,1.2,Media,6.2,11.06997453905856
Mahindra Scorpio 2.6 CRDe,2006,125000,50000,1,5291.0,0,0,1,2,150,1.3,Baja,4.699999999999999,9.45000945000945
Hyundai Santro Xing XS,2008,150000,90000,0,9523.8,0,0,1,1,146,1.5,Media,5.2,9.450009450009452
Hyundai EON Era Plus,2015,250000,25000,0,2258.4,0,0,0,3,168,2.2,Media,6.8999999999999995,11.069783917817924
Hyundai Verna 1.6 SX CRDi (O),2014,675000,61000,1,5648.1,1,0,0,3,342,1.9,Media,7.3,10.800092066358598
Maruti S-Cross Alpha DDiS 200 SH,2018,950000,30000,1,2525.3,0,0,0,2,264,2.4,Media,6.7,11.879776660198788
Maruti Eeco 5 STR With AC Plus HTR CNG,2018,409999,45000,2,3787.9,0,0,0,1,156,2.3,Media,6.6000000000000005,11.879933472372555
Fiat Linea Emotion (Diesel),2011,225000,60000,1,6006.0,0,0,0,2,324,1.2,Media,5.6000000000000005,9.99000999000999
Honda Civic 1.8 V MT,2008,350000,75000,0,7936.5,0,0,1,5,328,1.2,Media,5.2,9.45000945000945
Tata Indica LSI,2005,51111,140000,0,14814.8,0,0,3,3,323,2.3,Media,6.800000000000001,9.45000945000945
Chevrolet Sail 1.3 LS,2013,290000,56000,1,5318.1,1,0,0,1,173,2.4,Media,6.2,10.53007653109193
Toyota Camry Hybrid,2006,310000,62000,4,6560.8,1,1,1,3,371,4.5,Alta,8.100000000000001,9.450067064992075
Hyundai Verna CRDi SX,2007,212000,58000,1,6137.6,1,0,1,2,278,2.3,Media,5.699999999999999,9.449947862356622
Skoda Octavia Elegance 2.0 TDI AT,2013,900000,49000,1,4653.4,1,1,1,1,292,3.3,Media,7.1,10.529935101216315
Chevrolet Beat Diesel LT,2011,221000,56000,1,5605.6,1,0,1,3,156,2.2,Media,6.5,9.99000999000999
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,675000,73000,1,6932.6,1,0,0,1,66,2.4,Media,5.8,10.529959899604766
Honda Amaze S i-Dtech,2014,421000,69000,1,6388.9,1,0,0,2,136,2.3,Media,5.699999999999999,10.799981217423971
Maruti SX4 Zxi BSIII,2008,350000,10000,0,1058.2,0,0,0,2,187,1.7,Media,5.1,9.45000945000945
Hyundai Accent Executive CNG,2010,140000,110000,2,11316.9,0,0,0,3,243,1.5,Media,6.3,9.719976318603152
Skoda Octavia Ambiente 1.9 TDI MT,2002,90000,116000,1,12275.1,0,0,1,2,163,1.9,Baja,4.8,9.45002484704809
Honda City Edge Edition Diesel SV,2018,830000,40000,1,3367.0,0,0,0,1,143,2.9,Media,6.8999999999999995,11.88001188001188
Maruti Wagon R LXI Minor,2009,180000,30000,0,3174.6,0,0,0,3,352,1.9,Media,6.8999999999999995,9.45000945000945
Maruti Swift Vdi BSIII,2009,210000,109000,1,11534.4,0,0,1,1,123,2.1,Media,5.5,9.449993064225275
Maruti SX4 S Cross DDiS 320 Zeta,2017,700000,90000,1,7751.9,0,0,0,4,292,2.0,Media,7.1,11.610056889278757
Tata Nano Cx BSIII,2014,45000,7000,0,648.1,0,0,1,1,76,1.1,Media,5.300000000000001,10.80080234531708
Tata Indigo LX,2012,125000,120000,1,11695.9,0,0,0,2,152,1.4,Media,5.1,10.260005643003105
Hyundai Verna 1.6 VTVT S,2017,530000,64916,0,5591.4,0,0,0,1,336,2.3,Media,7.199999999999999,11.609972457702902
Ford Ecosport 1.5 DV5 MT Trend,2018,800000,37161,1,3128.0,1,0,0,1,137,2.9,Media,6.800000000000001,11.880115089514067
Maruti Baleno Zeta 1.2,2016,580000,15000,0,1322.8,0,0,0,2,170,1.5,Media,5.699999999999999,11.339582703356516
Audi Q3 2.0 TDI Quattro Premium Plus,2012,1400000,118000,1,11501.0,0,1,1,2,367,3.3,Media,6.8999999999999995,10.25997739327015
Renault KWID 1.0 RXL,2018,300000,50852,0,4280.5,0,0,0,5,136,2.4,Media,6.0,11.879920570026867
Renault KWID RXT Optional,2016,300000,30000,0,2645.5,0,0,0,1,293,1.6,Media,6.6000000000000005,11.34001134001134
Maruti Ciaz ZDi SHVS,2015,700000,77000,1,6955.7,0,0,0,1,154,1.4,Media,5.8,11.070057650559972
Nissan Sunny XL,2012,250000,70000,0,6822.6,0,0,3,2,327,2.3,Media,6.3,10.260018174889337
Chevrolet Tavera Neo 3 9 Str BSIII,2016,500000,120000,1,10582.0,0,0,0,5,105,2.1,Media,5.5,11.34001134001134
Honda Accord 2.4 AT,2009,428000,40000,0,4232.8,0,1,3,2,385,2.7,Media,6.4,9.45000945000945
Tata Harrier XZ BSIV,2019,1400000,33000,1,2716.0,0,0,0,5,274,3.4,Media,7.1,12.15022091310751
Hyundai EON Era Plus,2013,219000,53500,0,5080.7,0,0,3,1,386,2.4,Media,7.0,10.530045072529376
Maruti Ertiga SHVS LDI,2017,500000,40000,1,3445.3,0,0,0,1,335,2.1,Media,7.1,11.610019446782573
Honda City i DTEC S,2014,520000,82000,1,7592.6,0,0,0,1,127,2.3,Media,6.1,10.799989463424913
Mahindra Scorpio 1.99 S4,2016,509999,60000,1,5291.0,0,0,0,3,359,2.1,Alta,7.7,11.34001134001134
Maruti Baleno Alpha 1.2,2019,556000,24000,0,1975.3,0,0,0,2,345,2.9,Media,7.3,12.15005315648256
Tata Indigo Grand Dicor,2014,225000,120000,1,11111.1,0,0,0,1,346,1.6,Media,6.6000000000000005,10.8000108000108
Honda Amaze EX i-Dtech,2013,325000,65000,1,6172.8,1,0,0,3,186,1.4,Media,6.4,10.530067392431311
Maruti Swift VDI,2013,365000,65000,1,6172.8,1,0,0,4,292,1.1,Media,6.2,10.530067392431311
Hyundai Creta 1.6 CRDi SX Plus,2015,850000,84000,1,7588.1,1,0,0,3,241,2.2,Media,7.199999999999999,11.069964813326129
Toyota Etios GD SP,2013,350000,75000,1,7122.5,1,0,0,3,73,1.2,Media,5.8,10.53001053001053
Maruti Swift VDI,2007,225000,50000,1,5291.0,1,0,0,1,161,1.6,Media,5.300000000000001,9.45000945000945
Maruti Alto LX,2011,135000,50000,0,5005.0,0,0,0,2,210,1.4,Media,5.300000000000001,9.99000999000999
Maruti Wagon R LXI Minor,2007,140000,49000,0,5185.2,1,0,0,1,384,1.7,Media,6.2,9.449973000077144
Maruti SX4 S Cross DDiS 320 Delta,2016,665000,560000,1,49382.7,1,0,0,2,239,1.5,Media,5.8999999999999995,11.340003685501198
Renault KWID RXT,2015,275000,14365,0,1297.7,1,0,0,4,237,2.2,Media,6.800000000000001,11.069584649764968
Toyota Fortuner 2.8 4WD AT BSIV,2017,2750000,41000,1,3531.4,0,1,0,3,272,3.5,Alta,8.100000000000001,11.61012629552019
Hyundai Verna 1.6 SX,2013,484999,65000,1,6172.8,1,0,0,5,92,2.4,Media,5.300000000000001,10.530067392431311
Maruti Ciaz VDi Option SHVS,2015,565000,65000,1,5871.7,1,0,0,5,68,1.9,Media,5.2,11.070047856668427
Maruti Swift Dzire VDI,2013,425000,61083,1,5800.9,1,0,0,5,323,2.5,Media,6.2,10.529917771380303
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,925000,75000,1,7122.5,0,0,0,1,262,1.6,Media,6.2,10.53001053001053
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012,565000,72000,1,7017.5,1,0,0,1,322,1.8,Media,6.4,10.260064125400783
Renault Duster 110PS Diesel RxL,2014,525000,65000,1,6018.5,1,0,0,4,208,1.4,Media,6.2,10.80003323087148
Honda City 1.5 S MT,2010,409999,60000,0,6172.8,0,0,0,2,151,2.3,Media,5.4,9.720062208398133
Tata Tigor 1.2 Revotron XZ Option,2018,570000,5000,0,420.9,0,0,0,2,112,2.3,Media,6.0,11.879306248515087
Maruti SX4 Zxi BSIII,2007,160000,80000,0,8465.6,0,0,3,2,74,1.9,Baja,4.699999999999999,9.45000945000945
Maruti Ciaz ZDi Plus SHVS,2017,749000,51500,1,4435.8,0,0,1,2,111,2.2,Media,5.8999999999999995,11.610081608728978
Maruti Swift Dzire VDi,2010,300000,120000,1,12345.7,0,0,3,1,259,1.9,Media,6.0,9.71998347602809
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2014,550000,79800,1,7388.9,1,0,0,4,96,1.1,Media,5.6000000000000005,10.799983759422918
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2015,550000,97000,1,8762.4,1,0,1,5,138,1.9,Media,5.4,11.070026476764358
Ford Ecosport 1.5 Diesel Titanium Plus,2019,1250000,6590,1,542.4,1,0,0,3,376,3.2,Alta,8.6,12.149705014749262
Ford Figo Aspire 1.5 TDCi Titanium,2017,700000,49957,1,4302.9,1,0,0,1,209,1.3,Media,6.2,11.610076924864627
Ford Figo 1.5 Sports Edition MT,2017,600000,43235,1,3723.9,1,0,0,1,95,2.1,Media,6.2,11.610139907086657
Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,925000,50699,1,4267.6,1,0,0,1,153,3.3,Media,7.1,11.879979379510731
Ford Endeavour 3.2 Titanium AT 4X4,2016,1800000,126000,1,11111.1,1,1,0,2,250,3.5,Media,7.0,11.34001134001134
Ford Figo Aspire 1.5 TDCi Titanium Plus,2015,459999,140730,1,12712.7,1,0,1,3,225,1.6,Media,6.800000000000001,11.070032329874849
Hyundai i20 Active 1.2 SX,2015,565000,46000,0,4155.4,0,0,0,1,99,1.0,Media,5.4,11.069933099099968
Hyundai EON Era Plus,2013,170000,80000,0,7597.3,0,0,3,5,123,1.6,Media,5.0,10.530056730680636
Toyota Qualis FS B3,2001,150000,256000,1,27089.9,1,0,0,2,243,2.0,Media,5.1,9.450016426786366
Mahindra Scorpio VLX 2WD BSIII,2008,295000,120000,1,12698.4,0,0,0,2,329,2.3,Media,5.8999999999999995,9.45000945000945
Hyundai i20 Active 1.4 SX,2018,819999,40000,1,3367.0,0,0,0,1,189,3.4,Media,7.3,11.88001188001188
Hyundai Elite i20 Diesel Asta Option,2019,819999,40000,1,3292.2,0,0,0,5,298,3.4,Media,7.199999999999999,12.149930137901707
Maruti Ritz VXi,2015,320000,40000,0,3613.4,0,0,0,2,334,2.0,Media,6.4,11.069906459290419
Ford Ecosport 1.5 DV5 MT Titanium,2015,550000,135000,1,12195.1,0,0,1,1,137,2.0,Media,6.1,11.070019926035867
Mahindra Bolero 2011-2019 SLX,2015,550000,50000,1,4516.7,0,0,0,3,386,1.0,Media,7.1,11.07002900347599
Volkswagen Ameo 1.5 TDI Comfortline,2017,590000,98000,1,8441.0,0,0,0,2,184,1.5,Media,5.8,11.609998815306243
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,1050000,70000,1,6481.5,0,0,0,4,68,2.4,Media,6.1,10.799969142945306
Honda City i DTec V,2017,950000,50000,1,4306.6,0,0,0,2,348,2.0,Media,6.7,11.610086843449588
Honda City i-DTEC VX,2017,1000000,30000,1,2584.0,0,0,0,1,186,1.7,Media,6.3,11.609907120743035
Nissan Terrano XE 85 PS,2013,500000,120000,1,11396.0,0,0,0,3,275,1.2,Media,6.6000000000000005,10.53001053001053
Fiat Punto EVO 1.3 Emotion,2017,450000,70000,1,6029.3,0,0,0,1,175,1.4,Media,6.1,11.609971306785198
Maruti Swift Dzire VDI Optional,2017,720000,35000,1,3014.6,0,0,0,2,376,1.8,Media,6.7,11.610163869170039
Maruti Celerio VDi,2015,390000,70000,1,6323.4,0,0,1,3,165,2.3,Media,6.8999999999999995,11.069993990574691
Mahindra Thar 4X2,2014,500000,35000,1,3240.7,0,0,0,1,272,1.1,Media,6.0,10.800135773135434
Toyota Fortuner 2.7 2WD AT,2016,2500000,70000,0,6172.8,0,1,1,5,103,2.2,Media,5.6000000000000005,11.34007257646449
Hyundai i20 1.4 Asta Option,2017,780000,50000,1,4306.6,0,0,0,3,124,2.0,Media,6.800000000000001,11.610086843449588
Maruti Swift Dzire ZDI,2015,484999,90000,1,8130.1,0,0,1,1,144,1.4,Media,5.8,11.06997453905856
Volkswagen Vento Diesel Highline,2012,420000,90000,1,8771.9,0,0,1,1,116,1.3,Media,5.4,10.260034884118607
Mahindra XUV500 W10 AWD,2015,1225000,70000,1,6323.4,0,0,0,2,291,1.3,Media,5.8999999999999995,11.069993990574691
Tata Indica Vista TDI LX,2015,350000,50000,1,4516.7,0,0,1,2,339,1.7,Media,6.3,11.07002900347599
Mahindra Verito 1.5 D4 BSIV,2015,350000,120000,1,10840.1,0,0,3,1,161,1.9,Media,6.1,11.07000857925665
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,800000,230000,1,23023.0,0,0,0,3,231,2.4,Media,6.800000000000001,9.99000999000999
Hyundai Santro Xing XG AT,2004,125000,70000,0,7407.4,0,1,1,1,164,2.8,Media,5.8,9.45000945000945
Tata Indica V2 DLS BSII,2010,75000,100000,1,10288.1,0,0,3,1,65,2.0,Media,5.300000000000001,9.719967729707138
Mahindra KUV 100 G80 K4 Plus,2018,509999,15000,0,1262.6,0,0,0,1,93,2.3,Media,6.4,11.880247109139871
Tata Indigo Classic Dicor,2014,215000,80000,1,7407.4,0,0,3,1,86,2.1,Media,5.8,10.800010800010801
Hyundai Grand i10 1.2 CRDi Asta,2018,465000,25000,1,2104.4,0,0,0,1,77,3.0,Media,6.7,11.879870747006272
Maruti Baleno Alpha 1.2,2017,625000,52000,0,4478.9,1,0,0,4,64,1.3,Media,5.8999999999999995,11.60999352519592
Hyundai Grand i10 CRDi Magna,2017,490000,66000,1,5684.8,1,0,0,2,177,2.0,Media,6.0,11.609907120743033
Maruti Ertiga SHVS ZDI,2017,880000,64000,1,5512.5,1,0,0,2,155,1.3,Media,5.6000000000000005,11.609977324263038
Hyundai Santro Xing GL Plus,2013,290000,49000,0,4653.4,0,0,0,3,272,1.9,Media,6.8999999999999995,10.529935101216315
Tata Sumo GX TC 7 Str BSIII,2006,115999,100000,1,10582.0,0,0,1,1,314,2.0,Media,6.0,9.45000945000945
Maruti Vitara Brezza LDi Option,2017,685000,72000,1,6201.6,1,0,0,4,103,2.0,Media,6.4,11.609907120743033
Honda Jazz S,2009,300000,50000,0,5291.0,0,0,0,1,152,2.4,Media,5.8,9.45000945000945
Hyundai i20 1.4 Sportz,2017,680000,44000,1,3789.8,1,0,0,4,306,2.4,Media,7.3,11.610111351522507
Maruti Swift Dzire VDI,2014,480000,101000,1,9351.9,1,0,0,1,320,2.2,Media,6.800000000000001,10.79994439632588
Maruti Swift VDI,2016,630000,55000,1,4850.1,1,0,0,1,376,2.3,Media,7.199999999999999,11.339972371703675
Honda City 1.5 GXI,2007,190000,115000,0,12169.3,1,0,1,4,310,1.0,Media,5.8,9.45000945000945
Maruti Swift VDI,2015,500000,100000,1,9033.4,1,0,0,1,301,1.5,Media,6.5,11.07002900347599
Volkswagen Jetta 2.0L TDI Comfortline,2014,850000,52000,1,4814.8,1,0,1,1,193,1.1,Media,5.699999999999999,10.80003323087148
Maruti SX4 ZDI,2011,350000,105000,1,10510.5,1,0,0,1,134,1.3,Media,5.300000000000001,9.99000999000999
Renault Duster 85PS Diesel RxE,2013,425000,170000,1,16144.3,1,0,0,2,354,1.6,Media,6.1,10.530032271451844
Maruti Swift VDI BSIV,2015,495000,105000,1,9485.1,1,0,0,1,299,2.3,Media,6.800000000000001,11.069993990574691
Maruti Ertiga SHVS VDI,2017,890000,60000,1,5168.0,0,0,1,3,195,1.8,Media,7.0,11.609907120743035
Hyundai Verna CRDi 1.6 AT EX,2018,1100000,25000,1,2104.4,0,1,1,1,286,4.0,Alta,7.9,11.879870747006272
Mahindra XUV500 W8 2WD,2014,650000,218000,1,20185.2,0,0,1,2,143,1.5,Media,5.4,10.799992073400313
Hyundai Grand i10 1.2 CRDi Asta,2018,465000,25000,1,2104.4,0,0,0,2,305,2.9,Media,7.1,11.879870747006272
Maruti Baleno Alpha 1.2,2017,625000,52000,0,4478.9,1,0,0,2,302,2.2,Media,6.6000000000000005,11.60999352519592
Hyundai Grand i10 CRDi Magna,2017,490000,66000,1,5684.8,1,0,0,1,145,1.5,Media,6.1,11.609907120743033
Maruti Ertiga SHVS ZDI,2017,880000,64000,1,5512.5,1,0,0,5,171,2.4,Media,6.0,11.609977324263038
Hyundai Santro Xing GL Plus,2013,290000,49000,0,4653.4,0,0,0,1,128,1.3,Media,5.5,10.529935101216315
Tata Sumo GX TC 7 Str BSIII,2006,115999,100000,1,10582.0,0,0,1,3,345,2.4,Media,6.8999999999999995,9.45000945000945
Maruti Vitara Brezza LDi Option,2017,685000,72000,1,6201.6,1,0,0,2,210,1.0,Media,5.699999999999999,11.609907120743033
Honda Jazz S,2009,300000,50000,0,5291.0,0,0,0,2,235,1.8,Media,5.4,9.45000945000945
Hyundai i20 1.4 Sportz,2017,680000,44000,1,3789.8,1,0,0,1,257,2.5,Media,7.0,11.610111351522507
Maruti Swift Dzire VDI,2014,480000,101000,1,9351.9,1,0,0,1,101,1.9,Media,5.8,10.79994439632588
Maruti Swift VDI,2016,630000,55000,1,4850.1,1,0,0,5,88,1.8,Media,5.300000000000001,11.339972371703675
Honda City 1.5 GXI,2007,190000,115000,0,12169.3,1,0,1,2,144,2.0,Media,5.0,9.45000945000945
Maruti Swift VDI,2015,500000,100000,1,9033.4,1,0,0,2,386,1.4,Media,6.3,11.07002900347599
Volkswagen Jetta 2.0L TDI Comfortline,2014,850000,52000,1,4814.8,1,0,1,3,288,1.1,Media,6.7,10.80003323087148
Maruti SX4 ZDI,2011,350000,105000,1,10510.5,1,0,0,1,232,1.4,Media,5.8,9.99000999000999
Renault Duster 85PS Diesel RxE,2013,425000,170000,1,16144.3,1,0,0,4,100,1.3,Media,5.6000000000000005,10.530032271451844
Maruti Swift VDI BSIV,2015,495000,105000,1,9485.1,1,0,0,1,260,2.4,Media,6.7,11.069993990574691
Maruti Ertiga SHVS VDI,2017,890000,60000,1,5168.0,0,0,1,2,378,2.3,Media,6.8999999999999995,11.609907120743035
Hyundai Verna CRDi 1.6 AT EX,2018,1100000,25000,1,2104.4,0,1,1,1,159,3.5,Media,7.199999999999999,11.879870747006272
Mahindra XUV500 W8 2WD,2014,650000,218000,1,20185.2,0,0,1,2,279,2.3,Media,6.3,10.799992073400313
Ford Fiesta 1.6 ZXi Duratec,2009,233000,58000,0,6137.6,0,0,3,2,206,1.3,Media,5.0,9.449947862356622
Tata Indigo CS LS (TDI) BS-III,2015,300000,110000,1,9936.8,0,0,1,1,124,1.3,Media,5.699999999999999,11.069962160856615
Honda Amaze S Petrol BSIV,2020,614000,1000,0,80.5,0,0,0,1,152,3.2,Media,7.199999999999999,12.422360248447205
Hyundai i10 Sportz 1.2,2010,250000,100000,0,10288.1,0,0,1,1,261,1.5,Media,5.8,9.719967729707138
Hyundai i10 Sportz 1.2,2010,250000,110000,0,11316.9,0,0,1,1,351,1.1,Media,5.8999999999999995,9.719976318603152
Maruti Alto LXi,2011,200000,40000,0,4004.0,0,0,0,3,269,2.1,Media,6.800000000000001,9.99000999000999
Maruti Wagon R LX Minor,2013,290000,52000,0,4938.3,0,0,0,3,279,2.5,Media,7.3,10.529939452848145
Maruti Wagon R LXI BS IV,2013,320000,80000,0,7597.3,0,0,1,2,359,1.8,Media,6.2,10.530056730680636
Hyundai Santro Xing XS eRLX Euro III,2006,145000,52000,0,5502.6,0,0,1,1,322,1.4,Media,5.8,9.450078144876967
Maruti Alto LXI,2005,100000,124000,0,13121.7,0,0,1,5,97,1.6,Baja,4.4,9.449995046373564
Fiat Punto 1.3 Emotion,2010,130000,210000,1,21604.9,0,0,1,3,164,2.0,Media,6.3,9.720017218316215
Hyundai Santro AT,2006,145000,66000,0,6984.1,0,1,1,1,310,3.1,Media,6.6000000000000005,9.450036511504702
Maruti Alto LX BSIII,2008,110000,120000,0,12698.4,0,0,3,3,313,2.3,Media,6.8999999999999995,9.45000945000945
Maruti Swift Dzire VDI,2019,680000,40000,1,3292.2,0,0,0,1,337,3.4,Alta,7.9,12.149930137901707
Maruti 800 Std,2004,37500,90000,0,9523.8,0,0,1,3,296,2.3,Media,6.6000000000000005,9.450009450009452
Maruti Ritz VDi,2011,200000,120000,1,12012.0,0,0,1,2,262,2.0,Media,5.8,9.99000999000999
Nissan Sunny Diesel XL,2012,300000,110000,1,10721.2,0,0,0,2,113,1.7,Media,5.2,10.26004551729284
Hyundai Santro GS,2005,80000,56580,0,5987.3,1,0,0,1,270,2.0,Media,5.8,9.45000250530289
Mahindra XUV500 AT W8 FWD,2015,740000,45000,1,4065.0,1,1,0,3,65,3.0,Media,6.8999999999999995,11.07011070110701
Mahindra Scorpio S10 7 Seater,2015,630000,50000,1,4516.7,0,0,0,4,260,1.3,Media,6.4,11.07002900347599
Hyundai Santro Xing XG,2005,70000,68500,0,7248.7,1,0,0,1,344,1.8,Media,6.0,9.449970339509154
Hyundai Santro Sportz AMT,2019,484999,5007,0,412.1,1,1,0,1,102,3.3,Media,7.0,12.149963601067702
Nissan Micra Active XV S,2013,164000,30000,0,2849.0,0,0,0,3,254,2.3,Media,7.1,10.53001053001053
Honda City 1.5 V AT,2008,140000,70000,0,7407.4,0,1,0,3,307,2.5,Media,6.8999999999999995,9.45000945000945
Mercedes-Benz E-Class E250 CDI Elegance,2011,999000,49600,1,4965.0,1,1,0,3,377,3.2,Alta,7.800000000000001,9.98992950654582
Maruti Alto LXI,2005,56000,23000,0,2433.9,0,0,1,2,328,1.6,Media,5.4,9.44985414355561
BMW 7 Series 730Ld,2006,1050000,30000,1,3174.6,1,1,0,2,251,3.1,Media,5.8999999999999995,9.45000945000945
Hyundai Verna 1.6 VTVT,2010,190000,38000,0,3909.5,1,0,0,1,106,1.3,Media,5.1,9.719913032357079
Audi Q5 3.0 TDI Quattro Technology,2018,3899000,22000,1,1851.9,1,1,0,1,247,4.1,Alta,7.800000000000001,11.87969112803067
Maruti Ritz VDi,2011,150000,40000,1,4004.0,0,0,1,2,330,1.3,Media,5.699999999999999,9.99000999000999
Hyundai i10 Sportz 1.2,2011,235000,43100,0,4314.3,1,0,0,4,320,1.7,Media,6.4,9.99003314558561
Mahindra Xylo H4,2019,599000,15000,1,1234.6,0,0,3,1,128,2.2,Media,6.5,12.149684108213187
Maruti Alto 800 LXI,2018,200000,35000,0,2946.1,0,0,0,5,317,2.8,Media,6.8999999999999995,11.880112691354674
Datsun GO Plus T,2017,350000,10171,0,876.1,1,0,0,5,173,2.2,Media,5.8999999999999995,11.609405319027507
Renault Duster 110PS Diesel RxL,2015,465000,41123,1,3714.8,1,0,0,3,353,2.1,Alta,7.5,11.070044147733391
Toyota Camry Hybrid 2.5,2017,1900000,20118,0,1732.8,1,1,0,5,301,2.1,Media,6.3,11.6101108033241
Maruti Ertiga 1.5 VDI,2019,1000000,15000,1,1234.6,0,0,0,2,153,2.7,Media,6.5,12.149684108213187
Ford Endeavour 2.2 Titanium AT 4X2,2019,2800000,10000,1,823.0,0,1,0,2,241,4.3,Alta,7.6,12.15066828675577
Maruti Swift Dzire VDI,2015,470000,170000,1,15356.8,0,0,0,2,354,2.0,Media,6.5,11.070014586372162
Maruti Celerio ZXI,2017,415000,20000,0,1722.7,0,0,0,4,312,1.1,Media,6.7,11.609682475184304
Nissan Terrano XL 85 PS,2014,500000,82000,1,7592.6,0,0,0,5,79,1.5,Baja,4.9,10.799989463424913
Chevrolet Spark 1.0 LT BS3,2013,150000,60000,0,5698.0,0,0,1,4,309,1.8,Media,6.6000000000000005,10.53001053001053
Maruti Alto STD,2005,95000,50000,0,5291.0,0,0,1,1,344,1.3,Media,5.699999999999999,9.45000945000945
Maruti Swift LDI,2012,400000,70000,1,6822.6,0,0,0,2,76,2.0,Media,5.2,10.260018174889337
Maruti Alto LX,2008,114999,66782,0,7066.9,0,0,1,2,110,2.0,Baja,4.9,9.449970991523866
Maruti Alto LX,2006,75000,130000,0,13756.6,0,0,0,2,195,1.3,Baja,4.8,9.45000945000945
Hyundai Verna 1.6 SX CRDi (O),2013,500000,120000,1,11396.0,0,0,0,2,208,1.8,Media,5.699999999999999,10.53001053001053
Maruti 800 AC,2014,195000,75000,0,6944.4,0,0,1,1,210,2.2,Media,6.4,10.800069120442371
Maruti Alto 800 Base,2015,155000,40000,0,3613.4,0,0,0,4,174,1.6,Media,6.2,11.069906459290419
Maruti Alto LXi,2000,65000,90000,0,9523.8,0,0,1,5,321,1.4,Baja,4.9,9.450009450009452
Honda City 1.5 GXI,2005,65000,150000,0,15873.0,0,0,3,1,239,2.1,Media,5.699999999999999,9.45000945000945
Tata Nano XM,2015,190000,60000,0,5420.1,0,0,1,3,195,1.1,Media,6.5,11.069906459290419
Mahindra Verito 1.5 D6 BSIII,2012,200000,112198,1,10935.5,0,0,1,2,158,2.2,Media,5.6000000000000005,10.259978967582644
Tata Manza Aura Safire BS IV,2010,160000,60000,0,6172.8,0,0,1,4,384,2.4,Media,6.8999999999999995,9.720062208398133
Tata Indica Vista Aqua 1.4 TDI,2010,150000,130000,1,13374.5,0,0,1,3,348,2.4,Media,7.199999999999999,9.719989532318966
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,530000,175000,1,15808.5,0,0,3,3,249,1.6,Media,6.8999999999999995,11.069993990574691
Mahindra Scorpio S2 7 Seater,2015,750000,120000,1,10840.1,0,0,0,5,250,1.9,Media,5.8999999999999995,11.07000857925665
Maruti Ritz VDi,2012,225000,90000,1,8771.9,0,0,1,3,275,2.3,Media,7.1,10.260034884118607
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2012,600000,170000,1,16569.2,0,0,0,2,219,1.3,Media,5.300000000000001,10.260000482823552
Hyundai i20 Magna 1.4 CRDi (Diesel),2014,409999,80000,1,7407.4,0,0,1,1,370,1.0,Media,6.4,10.800010800010801
Hyundai i20 Magna 1.4 CRDi,2014,409999,80000,1,7407.4,0,0,1,5,348,1.6,Media,6.0,10.800010800010801
Maruti 800 AC BSIII,2009,110000,83000,0,8783.1,0,0,1,2,225,2.3,Media,5.6000000000000005,9.449966412769978
Hyundai Creta 1.6 CRDi SX Option,2016,865000,90000,1,7936.5,0,0,0,3,317,1.8,Media,7.4,11.34001134001134
Renault KWID RXT,2016,225000,40000,0,3527.3,0,0,0,2,295,1.8,Media,6.3,11.340118504238369
Fiat Grande Punto Active (Diesel),2008,153021,57776,0,6113.9,0,0,1,2,268,2.0,Media,5.5,9.449941935589395
Skoda Octavia Ambiente 1.9 TDI MT,2004,2061562,24116,0,2552.0,1,0,0,2,288,1.9,Media,5.4,9.449843260188088
Maruti SX4 ZXI AT,2009,50209,208081,2,22019.2,0,1,0,1,125,2.1,Media,5.5,9.449980017439325
